access_group_id,id,asset_id,set_type_code,set_type_size,found_in_api
6,ENQPNG,dbs-web,text_plain,NT,no
7,ERVBSIN2DA,dbp-prod,audio_drama,NT,no
7,ERVBSIN2DA,dbp-prod,audio_drama,NT,no
7,ERVBSIN2DA16,dbp-prod,audio_drama,NT,no
7,ERVBSIN2DA16,dbp-prod,audio_drama,NT,no
6,ESEWBT,dbs-web,text_plain,NT,no
6,ESEWBT,dbs-web,text_format,NT,no
6,ESKWBT,dbs-web,text_format,NT,no
6,ESKWBT,dbs-web,text_plain,NT,no
6,ETRTBL,dbs-web,text_plain,NTPOTP,no
6,ETRTBL,dbs-web,text_format,NTPOTP,no
2,EUSNLT,dbp-prod,text_plain,NT,no
7,EWOABCN1DA,dbp-prod,audio,NT,no
7,EWOABCN1DA,dbp-prod,audio,NT,no
7,EWOABCN1DA16,dbp-prod,audio,NT,no
7,EWOABCN1DA16,dbp-prod,audio,NT,no
7,EWOABCN2DA,dbp-prod,audio_drama,NT,no
7,EWOABCN2DA,dbp-prod,audio_drama,NT,no
7,EWOABCN2DA16,dbp-prod,audio_drama,NT,no
7,EWOABCN2DA16,dbp-prod,audio_drama,NT,no
6,FAAWBT,dbs-web,text_format,NT,no
6,FAAWBT,dbs-web,text_plain,NT,no
6,FAIPNG,dbs-web,text_format,NT,no
6,FAIPNG,dbs-web,text_plain,NT,no
7,FFMTBLN2DA,dbp-prod,audio_drama,NT,no
7,FFMTBLN2DA,dbp-prod,audio_drama,NT,no
6,FFMWBT,dbs-web,text_format,NT,no
6,FFMWBT,dbs-web,text_plain,NT,no
2,FIN38V,dbp-prod,text_plain,C,no
6,FORNYB,dbs-web,text_plain,NT,no
6,FORNYB,dbs-web,text_format,NT,no
6,FRALSG,dbs-web,text_format,NTPOTP,no
6,FRALSG,dbs-web,text_plain,NTPOTP,no
6,FRAOST,dbs-web,text_format,C,no
6,FRAOST,dbs-web,text_plain,C,no
2,FRNDBY,dbp-prod,text_plain,C,no
7,FRNLSV,dbp-prod,text_plain,C,no
7,FRNLSV,dbp-prod,text_plain,C,no
7,FRNLSV,dbp-prod,text_format,C,no
7,FRNLSV,dbp-prod,text_format,C,no
2,FRNO96,dbp-prod,text_plain,C,no
7,FRNPDF,dbp-prod,text_plain,C,no
7,FRNPDF,dbp-prod,text_plain,C,no
6,FUESIM,dbs-web,text_plain,NT,no
7,FUESIM,dbp-prod,text_plain,NT,no
6,FUESIM,dbs-web,text_format,NTP,no
7,FUESIM,dbp-prod,text_plain,NT,no
6,FUFPBT,dbs-web,text_plain,NT,no
6,FUFPBT,dbs-web,text_format,NT,no
7,FUFPBTP2DV,dbp-vid,video_stream,NTP,no
7,FUFPBTP2DV,dbp-vid,video_stream,NTP,no
6,FUHSIM,dbs-web,text_plain,NT,no
6,FUHSIM,dbs-web,text_format,NT,no
7,FUHSIMP1DV,dbp-vid,video_stream,NTP,no
7,FUHSIMP1DV,dbp-vid,video_stream,NTP,no
6,GAGIBC,dbs-web,text_format,NT,no
6,GAGIBC,dbs-web,text_plain,NT,no
6,GAGIBL,dbs-web,text_plain,NT,no
6,GAGIBL,dbs-web,text_format,NT,no
6,GAHPNG,dbs-web,text_plain,NT,no
6,GAHPNG,dbs-web,text_format,NT,no
6,GAMWBT,dbs-web,text_plain,NT,no
6,GAMWBT,dbs-web,text_format,NT,no
6,GAWWBT,dbs-web,text_format,NT,no
6,GAWWBT,dbs-web,text_plain,NT,no
6,GBKOGB,dbs-web,text_plain,NT,no
6,GBKOGB,dbs-web,text_format,NT,no
7,GBMBSIN2DA,dbp-prod,audio_drama,NT,no
7,GBMBSIN2DA,dbp-prod,audio_drama,NT,no
7,GBOLBTP1DA,dbp-prod,audio,NTP,no
7,GBOLBTP1DA,dbp-prod,audio,NTP,no
7,GBOLBTP2DA,dbp-prod,audio_drama,NTP,no
7,GBOLBTP2DA,dbp-prod,audio_drama,NTP,no
6,GDNPNG,dbs-web,text_format,NT,no
6,GDNPNG,dbs-web,text_plain,NT,no
6,GDRPNG,dbs-web,text_format,NT,no
6,GDRPNG,dbs-web,text_plain,NT,no
6,GEBPBT,dbs-web,text_format,NT,no
6,GEBPBT,dbs-web,text_plain,NT,no
2,GERD05,dbp-prod,text_plain,C,no
2,GERD71,dbp-prod,text_plain,C,no
2,GERL12,dbp-prod,text_plain,C,no
2,GERL12,dbp-prod,text_format,C,no
2,GERL45,dbp-prod,text_plain,C,no
6,GFKTBL,dbs-web,text_format,NT,no
6,GFKTBL,dbs-web,text_plain,NT,no
6,GHSWBT,dbs-web,text_plain,NT,no
6,GHSWBT,dbs-web,text_format,NT,no
6,GLKGLK,dbs-web,text_format,NTP,no
6,GLKGLK,dbs-web,text_plain,NTP,no
6,GMVTBL,dbs-web,text_plain,NT,no
6,GMVTBL,dbs-web,text_format,NT,no
6,GMVWBT,dbs-web,text_plain,NT,no
6,GMVWBT,dbs-web,text_format,NT,no
6,GNGWYI,dbs-web,text_plain,NT,no
6,GNGWYI,dbs-web,text_format,NT,no
6,GNWWBT,dbs-web,text_plain,NT,no
6,GNWWBT,dbs-web,text_format,NT,no
6,GOFE09,dbs-web,text_format,NT,no
6,GOFE09,dbs-web,text_plain,NT,no
6,GOFTBL,dbs-web,text_plain,NT,no
6,GOFTBL,dbs-web,text_format,NT,no
2,GRCTIS,dbs-web,text_plain,NT,no
2,GRCTIS,dbs-web,text_format,NT,no
7,GRKAVS,dbp-prod,text_plain,OTP,no
7,GRKAVS,dbp-prod,text_plain,OTP,no
2,GRKEPT,dbp-prod,text_plain,NT,no
2,GRKEPT,dbp-prod,text_format,NT,no
7,GRKSFTP1DV,dbp-vid,video_stream,P,no
7,GRKSFTP1DV,dbp-vid,video_stream,P,no
7,GRKV67N1DA,dbp-prod,audio,NT,no
7,GRKV67N1DA,dbp-prod,audio,NT,no
7,GRNNVS,dbp-prod,text_plain,NT,no
7,GRNNVS,dbp-prod,text_plain,NT,no
6,GUBWBT,dbs-web,text_format,C,no
6,GUBWBT,dbs-web,text_plain,C,no
6,GUHWBT,dbs-web,text_plain,NT,no
6,GUHWBT,dbs-web,text_format,NT,no
6,GUISBU,dbs-web,text_plain,NT,no
6,GUISBU,dbs-web,text_format,NT,no
6,GUJGOV,dbs-web,text_format,NTP,no
6,GUJGOV,dbs-web,text_plain,NTP,no
6,GUJOGB,dbs-web,text_plain,NTP,no
6,GUJOGB,dbs-web,text_format,NTP,no
7,GUJOVVN2DA,dbp-prod,audio_drama,NT,no
7,GUJOVVN2DA,dbp-prod,audio_drama,NT,no
6,GULWBT,dbs-web,text_format,NT,no
6,GULWBT,dbs-web,text_plain,NT,no
6,GUMTBL,dbs-web,text_plain,NT,no
6,GUMTBL,dbs-web,text_format,NTOTP,no
6,GUNWBT,dbs-web,text_plain,NT,no
6,GUNWBT,dbs-web,text_format,C,no
6,GUOWBT,dbs-web,text_format,NT,no
6,GUOWBT,dbs-web,text_plain,NT,no
6,GVCTBL,dbs-web,text_plain,NT,no
6,GVCTBL,dbs-web,text_format,NT,no
6,GVFWBT,dbs-web,text_plain,NT,no
6,GVFWBT,dbs-web,text_format,NT,no
6,GWIG11,dbs-web,text_plain,NT,no
6,GWIG11,dbs-web,text_format,NT,no
6,GYMWBT,dbs-web,text_plain,NT,no
6,GYMWBT,dbs-web,text_format,NT,no
6,GYRSBB,dbs-web,text_plain,NT,no
6,GYRSBB,dbs-web,text_format,NT,no
7,HA1THV,dbp-prod,text_plain,NT,no
7,HA1THV,dbp-prod,text_plain,NT,no
2,HAWKKH,dbs-web,text_plain,C,no
2,HAWKKH,dbs-web,text_format,C,no
2,HBOMAS,dbs-web,text_plain,OT,no
2,HBOMAS,dbs-web,text_format,OT,no
7,HBRMHVN1DA,dbp-prod,audio,NT,no
7,HBRMHVN1DA,dbp-prod,audio,NT,no
6,HCHWBT,dbs-web,text_format,NT,no
6,HCHWBT,dbs-web,text_plain,NT,no
2,HEBWLC,dbs-web,text_plain,OT,no
2,HEBWLC,dbs-web,text_format,OT,no
6,HEGWBT,dbs-web,text_format,NTOTP,no
6,HEGWBT,dbs-web,text_plain,NTOTP,no
7,HILPVVN1DA,dbp-prod,audio,NT,no
7,HILPVVN1DA,dbp-prod,audio,NT,no
6,HINERV,dbs-web,text_plain,C,no
6,HINERV,dbs-web,text_format,C,no
7,HINHNVP1DV,dbp-vid,video_stream,NTP,no
7,HINHNVP1DV,dbp-vid,video_stream,NTP,no
6,HINOHB,dbs-web,text_format,NT,no
6,HINOHB,dbs-web,text_plain,NT,no
6,HIXWBT,dbs-web,text_format,NT,no
6,HIXWBT,dbs-web,text_plain,NT,no
6,HLAHNT,dbs-web,text_format,NT,no
6,HLAHNT,dbs-web,text_plain,NT,no
6,HMOPNG,dbs-web,text_plain,C,no
6,HMOPNG,dbs-web,text_format,C,no
7,HNDOVVN2DA,dbp-prod,audio_drama,NT,no
7,HNDOVVN2DA,dbp-prod,audio_drama,NT,no
7,HNEBSIN2DA,dbp-prod,audio_drama,NT,no
7,HNEBSIN2DA,dbp-prod,audio_drama,NT,no
6,HNSWBT,dbs-web,text_format,NT,no
6,HNSWBT,dbs-web,text_plain,NT,no
7,HOPABSP2DA,dbp-prod,audio_drama,NTP,no
7,HOPABSP2DA,dbp-prod,audio_drama,NTP,no
7,HOPABSP2DA16,dbp-prod,audio_drama,NTP,no
7,HOPABSP2DA16,dbp-prod,audio_drama,NTP,no
6,HOPHNT,dbs-web,text_plain,NT,no
6,HOPHNT,dbs-web,text_format,NT,no
6,HOTWBT,dbs-web,text_plain,NT,no
6,HOTWBT,dbs-web,text_format,NT,no
7,HRVCBV,dbp-prod,text_plain,C,no
7,HRVCBV,dbp-prod,text_plain,C,no
6,HRVERV,dbs-web,text_plain,NT,no
6,HRVERV,dbs-web,text_format,NT,no
6,HTOWBT,dbs-web,text_format,NT,no
6,HTOWBT,dbs-web,text_plain,NT,no
6,HUBWBT,dbs-web,text_format,NT,no
6,HUBWBT,dbs-web,text_plain,NT,no
6,HUIPNG,dbs-web,text_plain,C,no
6,HUIPNG,dbs-web,text_format,C,no
6,HUNERV,dbs-web,text_plain,C,no
6,HUNERV,dbs-web,text_format,C,no
7,HUNHBS,dbp-prod,text_plain,NT,no
7,HUNHBS,dbp-prod,text_plain,NT,no
7,HUNHBSN1DA,dbp-prod,audio,NT,no
7,HUNHBSN1DA,dbp-prod,audio,NT,no
2,HUNK90,dbp-prod,text_plain,C,no
6,HUSLLB,dbs-web,text_format,NT,no
6,HUSLLB,dbs-web,text_plain,NT,no
6,HUSWBT,dbs-web,text_format,NT,no
6,HUSWBT,dbs-web,text_plain,NT,no
6,HUUHNT,dbs-web,text_plain,NT,no
6,HUUHNT,dbs-web,text_format,NT,no
6,HUVTBL,dbs-web,text_format,NT,no
6,HUVTBL,dbs-web,text_plain,NT,no
6,HVNMRK,dbs-web,text_format,NTP,no
6,HVNMRK,dbs-web,text_plain,NTP,no
6,HWCPGN,dbs-web,text_format,NT,no
6,HWCPGN,dbs-web,text_plain,NT,no
6,IANWBT,dbs-web,text_format,NT,no
6,IANWBT,dbs-web,text_plain,NT,no
7,IC1WBTP1DA,dbp-prod,audio,NTP,no
7,IC1WBTP1DA,dbp-prod,audio,NTP,no
6,IGNSBB,dbs-web,text_plain,NT,no
6,IGNSBB,dbs-web,text_format,NT,no
6,IKKWBT,dbs-web,text_format,NT,no
6,IKKWBT,dbs-web,text_plain,NT,no
6,IKWWBT,dbs-web,text_plain,NT,no
6,IKWWBT,dbs-web,text_format,NT,no
7,ILOPVVN1DA,dbp-prod,audio,NT,no
7,ILOPVVN1DA,dbp-prod,audio,NT,no
6,IMOTBL,dbs-web,text_format,NT,no
6,IMOTBL,dbs-web,text_plain,NT,no
6,INBWBT,dbs-web,text_format,NT,no
6,INBWBT,dbs-web,text_plain,NT,no
6,INDERV,dbs-web,text_format,NT,no
6,INDERV,dbs-web,text_plain,NT,no
2,INDSHV,dbp-prod,text_plain,C,no
6,INOTBL,dbs-web,text_format,NT,no
6,INOTBL,dbs-web,text_plain,NT,no
6,IOUTBL,dbs-web,text_format,NTOTP,no
6,IOUTBL,dbs-web,text_plain,NTOTP,no
6,IPILBT,dbs-web,text_format,NT,no
6,IPILBT,dbs-web,text_plain,NT,no
7,ITALCVP2DV,dbp-vid,video_stream,NTP,no
7,ITALCVP2DV,dbp-vid,video_stream,NTP,no
7,ITALND,dbp-prod,text_plain,C,no
7,ITALND,dbp-prod,text_plain,C,no
2,ITAR27,dbp-prod,text_plain,C,no
6,IWSWBT,dbs-web,text_format,NT,no
6,IWSWBT,dbs-web,text_plain,NT,no
6,IXLWBN,dbs-web,text_format,NT,no
6,IXLWBN,dbs-web,text_plain,NT,no
6,IXLWBT,dbs-web,text_plain,NT,no
6,IXLWBT,dbs-web,text_format,NT,no
6,JACWBT,dbs-web,text_plain,NT,no
6,JACWBT,dbs-web,text_format,NT,no
6,JAEYHB,dbs-web,text_format,NTPOTP,no
6,JAEYHB,dbs-web,text_plain,NTPOTP,no
6,JICWBT,dbs-web,text_plain,NT,no
6,JICWBT,dbs-web,text_format,NT,no
7,JITBSTN1DA,dbp-prod,audio,NT,no
7,JITBSTN1DA,dbp-prod,audio,NT,no
7,JITBSTN1DA16,dbp-prod,audio,NT,no
7,JITBSTN1DA16,dbp-prod,audio,NT,no
7,JITBSTN2DA,dbp-prod,audio_drama,NT,no
7,JITBSTN2DA,dbp-prod,audio_drama,NT,no
7,JITBSTN2DA16,dbp-prod,audio_drama,NT,no
7,JITBSTN2DA16,dbp-prod,audio_drama,NT,no
6,JIVAIE,dbs-web,text_format,NT,no
6,JIVAIE,dbs-web,text_plain,NT,no
7,JPNCFBP1DV,dbp-vid,video_stream,NTP,no
7,JPNCFBP1DV,dbp-vid,video_stream,NTP,no
2,JPNCJV,dbp-prod,text_plain,C,no
6,JPNN65,dbs-web,text_format,NT,no
6,JPNN65,dbs-web,text_plain,NT,no
6,JVNTBL,dbs-web,text_format,NT,no
6,JVNTBL,dbs-web,text_plain,NT,no
6,KAAIBT,dbs-web,text_format,NTOTP,no
6,KAAIBT,dbs-web,text_plain,NT,no
6,KANERV,dbs-web,text_plain,C,no
6,KANERV,dbs-web,text_format,C,no
6,KANOKV,dbs-web,text_plain,NTP,no
6,KANOKV,dbs-web,text_format,NTP,no
7,KAOABMP2DV,dbp-vid,video_stream,NTP,no
7,KAOABMP2DV,dbp-vid,video_stream,NTP,no
6,KAPIBT,dbs-web,text_format,OTP,no
6,KAPIBT,dbs-web,text_plain,OTP,no
6,KAQWBT,dbs-web,text_plain,NT,no
6,KAQWBT,dbs-web,text_format,NT,no
7,KASBSIN2DA,dbp-prod,audio_drama,NT,no
7,KASBSIN2DA,dbp-prod,audio_drama,NT,no
6,KATIBT,dbs-web,text_format,NT,no
6,KATIBT,dbs-web,text_plain,NT,no
7,KAZKAZP2DV,dbp-vid,video_stream,NTP,no
7,KAZKAZP2DV,dbp-vid,video_stream,NTP,no
6,KBCWBT,dbs-web,text_plain,NT,no
6,KBCWBT,dbs-web,text_format,NT,no
6,KBDIBT,dbs-web,text_plain,NTPOTP,no
6,KBDIBT,dbs-web,text_format,NTPOTP,no
6,KBHWBT,dbs-web,text_format,NT,no
6,KBHWBT,dbs-web,text_plain,NT,no
6,KBMTBL,dbs-web,text_format,NT,no
6,KBMTBL,dbs-web,text_plain,NT,no
6,KBQWBT,dbs-web,text_plain,NTOTP,no
6,KBQWBT,dbs-web,text_format,NTOTP,no
6,KDCPBT,dbs-web,text_format,NT,no
6,KDCPBT,dbs-web,text_plain,NT,no
6,KDEMNT,dbs-web,text_plain,NT,no
6,KDEMNT,dbs-web,text_format,NT,no
6,KDLWBT,dbs-web,text_plain,NT,no
6,KDLWBT,dbs-web,text_format,NT,no
6,KEKIBS,dbs-web,text_format,NT,no
6,KEKIBS,dbs-web,text_plain,NT,no
6,KENWBT,dbs-web,text_format,NT,no
6,KENWBT,dbs-web,text_plain,NT,no
6,KEWPNG,dbs-web,text_plain,NTOTP,no
6,KEWPNG,dbs-web,text_format,NTOTP,no
6,KFSOBB,dbs-web,text_plain,NT,no
6,KFSOBB,dbs-web,text_format,NT,no
6,KFXOKB,dbs-web,text_format,NT,no
6,KFXOKB,dbs-web,text_plain,NT,no
6,KFXOOS,dbs-web,text_plain,NT,no
6,KFXOOS,dbs-web,text_format,NT,no
6,KGFGBT,dbs-web,text_plain,NTOTP,no
6,KGFGBT,dbs-web,text_format,NTOTP,no
6,KGKWBT,dbs-web,text_plain,NT,no
6,KGKWBT,dbs-web,text_format,NT,no
6,KGPWBT,dbs-web,text_format,NT,no
6,KGPWBT,dbs-web,text_plain,NT,no
7,KHABSIN2DA,dbp-prod,audio_drama,NT,no
7,KHABSIN2DA,dbp-prod,audio_drama,NT,no
6,KHZPNG,dbs-web,text_plain,NT,no
6,KHZPNG,dbs-web,text_format,NT,no
7,KIRBSKP2DV,dbp-vid,video_stream,NTP,no
7,KIRBSKP2DV,dbp-vid,video_stream,NTP,no
6,KIRIBT,dbs-web,text_plain,NTOTP,no
6,KIRIBT,dbs-web,text_format,NTOTP,no
6,KJEKNT,dbs-web,text_format,NT,no
6,KJEKNT,dbs-web,text_plain,NT,no
7,KJHARV,dbp-prod,text_plain,NT,no
7,KJHARV,dbp-prod,text_plain,NT,no
7,KJHARVP1DA,dbp-prod,audio,NTP,no
7,KJHARVP1DA,dbp-prod,audio,NTP,no
6,KJHIBT,dbs-web,text_plain,NT,no
6,KJHIBT,dbs-web,text_format,NT,no
7,KJHIBTP2DV,dbp-vid,video_stream,NTP,no
7,KJHIBTP2DV,dbp-vid,video_stream,NTP,no
7,KJSWBT,dbp-prod,text_plain,NT,no
7,KJSWBT,dbp-prod,text_plain,NT,no
6,KJSWBT,dbs-web,text_format,NT,no
6,KJSWBT,dbs-web,text_plain,NT,no
6,KKCWBT,dbs-web,text_plain,NTP,no
6,KKCWBT,dbs-web,text_format,NTP,no
6,KKLWBT,dbs-web,text_plain,NTPOTP,no
6,KKLWBT,dbs-web,text_format,NTPOTP,no
7,KLNUBSN1DA,dbp-prod,audio,NT,no
7,KLNUBSN1DA,dbp-prod,audio,NT,no
6,KLTHBP,dbs-web,text_plain,NTPOTP,no
6,KLTHBP,dbs-web,text_format,NTPOTP,no
6,KLVWBT,dbs-web,text_format,NT,no
6,KLVWBT,dbs-web,text_plain,NT,no
6,KMGPNT,dbs-web,text_format,NTP,no
6,KMGPNT,dbs-web,text_plain,NTP,no
7,KMHHOVN1DA,dbp-prod,audio,NT,no
7,KMHHOVN1DA,dbp-prod,audio,NT,no
6,KMHMKB,dbs-web,text_format,NT,no
6,KMHMKB,dbs-web,text_plain,NT,no
6,KMHWBT,dbs-web,text_format,NT,no
6,KMHWBT,dbs-web,text_plain,NT,no
6,KMKWBT,dbs-web,text_format,NT,no
6,KMKWBT,dbs-web,text_plain,NT,no
6,KMOWBT,dbs-web,text_plain,NT,no
6,KMOWBT,dbs-web,text_format,NT,no
6,KMRIBL,dbs-web,text_plain,NT,no
6,KMRIBL,dbs-web,text_format,NT,no
6,KMSPNG,dbs-web,text_plain,NT,no
6,KMSPNG,dbs-web,text_format,NT,no
6,KMUWBT,dbs-web,text_plain,NT,no
6,KMUWBT,dbs-web,text_format,NT,no
6,KNEWBTC,dbs-web,text_plain,NTPOTP,no
6,KNEWBTC,dbs-web,text_format,NTPOTP,no
6,KNFWBT,dbs-web,text_plain,NTOTP,no
6,KNFWBT,dbs-web,text_format,NTOTP,no
6,KNJWBT,dbs-web,text_format,NT,no
6,KNJWBT,dbs-web,text_plain,NT,no
7,KNNKOVN2DA,dbp-prod,audio_drama,NT,no
7,KNNKOVN2DA,dbp-prod,audio_drama,NT,no
6,KNVARA,dbs-web,text_format,NT,no
6,KNVARA,dbs-web,text_plain,NT,no
6,KNVPNG,dbs-web,text_plain,NT,no
6,KNVPNG,dbs-web,text_format,NT,no
6,KORERV,dbs-web,text_plain,NT,no
6,KORERV,dbs-web,text_format,NT,no
2,KORKBV,dbp-prod,text_plain,OTNTP,no
2,KORSYS,dbs-web,text_format,C,no
2,KORSYS,dbs-web,text_plain,C,no
6,KPFPNG,dbs-web,text_plain,NT,no
6,KPFPNG,dbs-web,text_format,NT,no
6,KPGKPT,dbs-web,text_format,C,no
6,KPGKPT,dbs-web,text_plain,C,no
6,KPJWBT,dbs-web,text_plain,NT,no
6,KPJWBT,dbs-web,text_format,NT,no
6,KPRTBL,dbs-web,text_format,NT,no
6,KPRTBL,dbs-web,text_plain,NT,no
6,KPWPNG,dbs-web,text_plain,NT,no
6,KPWPNG,dbs-web,text_format,NT,no
6,KPXTBL,dbs-web,text_plain,NT,no
6,KPXTBL,dbs-web,text_format,NT,no
6,KQCWBT,dbs-web,text_format,NTOTP,no
6,KQCWBT,dbs-web,text_plain,NTPOTP,no
6,KQFWBT,dbs-web,text_plain,NTP,no
6,KQFWBT,dbs-web,text_format,OTP,no
6,KQWWIN,dbs-web,text_plain,NTP,no
6,KQWWIN,dbs-web,text_format,NTP,no
6,KSDPNG,dbs-web,text_format,C,no
6,KSDPNG,dbs-web,text_plain,C,no
6,KSRPNG,dbs-web,text_format,NTOTP,no
6,KSRPNG,dbs-web,text_plain,NT,no
6,KTMWBT,dbs-web,text_format,NTPOTP,no
6,KTMWBT,dbs-web,text_plain,NTPOTP,no
6,KTOPNG,dbs-web,text_plain,NT,no
6,KTOPNG,dbs-web,text_format,NT,no
6,KUDPNG,dbs-web,text_plain,NT,no
6,KUDPNG,dbs-web,text_format,NT,no
6,KUEPNG,dbs-web,text_plain,NT,no
6,KUEPNG,dbs-web,text_format,NT,no
6,KUMIBT,dbs-web,text_format,NTPOTP,no
6,KUMIBT,dbs-web,text_plain,OTP,no
7,KUMIBTP2DV,dbp-vid,video_stream,NTP,no
7,KUMIBTP2DV,dbp-vid,video_stream,NTP,no
6,KUPTBL,dbs-web,text_plain,NT,no
6,KUPTBL,dbs-web,text_format,NT,no
6,KURIBC,dbs-web,text_plain,NT,no
6,KURIBC,dbs-web,text_format,NT,no
6,KVNWBT,dbs-web,text_plain,NT,no
6,KVNWBT,dbs-web,text_format,NT,no
6,KWDWBT,dbs-web,text_plain,NT,no
6,KWDWBT,dbs-web,text_format,NT,no
6,KWIWBT,dbs-web,text_plain,NT,no
6,KWIWBT,dbs-web,text_format,NT,no
6,KWJWBT,dbs-web,text_plain,NT,no
6,KWJWBT,dbs-web,text_format,NT,no
7,KXUBSIN2DA,dbp-prod,audio_drama,NT,no
7,KXUBSIN2DA,dbp-prod,audio_drama,NT,no
7,KXUBSIN2DA16,dbp-prod,audio_drama,NT,no
7,KXUBSIN2DA16,dbp-prod,audio_drama,NT,no
6,KYCPNG,dbs-web,text_plain,NT,no
6,KYCPNG,dbs-web,text_format,NTOTP,no
6,KYFWBT,dbs-web,text_format,NT,no
6,KYFWBT,dbs-web,text_plain,NT,no
6,KYGTBL,dbs-web,text_format,NTOTP,no
6,KYGTBL,dbs-web,text_plain,NTOTP,no
6,KYQWBT,dbs-web,text_plain,NT,no
6,KYQWBT,dbs-web,text_format,NT,no
6,KYZWBT,dbs-web,text_plain,NT,no
6,KYZWBT,dbs-web,text_format,NT,no
6,KZEWBT,dbs-web,text_plain,NT,no
6,KZEWBT,dbs-web,text_format,NT,no
6,LACTBL,dbs-web,text_plain,NT,no
6,LACTBL,dbs-web,text_format,NT,no
2,LATCLV,dbs-web,text_plain,C,no
2,LATCLV,dbs-web,text_format,C,no
6,LBBWBT,dbs-web,text_plain,NTP,no
6,LBBWBT,dbs-web,text_format,NTP,no
6,LBKWBT,dbs-web,text_plain,NTOTP,no
6,LBKWBT,dbs-web,text_format,NTOTP,no
6,LCMPNG,dbs-web,text_format,NTOTP,no
6,LCMPNG,dbs-web,text_plain,NTOTP,no
7,LDIBSC,dbp-prod,text_plain,NT,no
7,LDIBSC,dbp-prod,text_plain,NT,no
7,LDIBSC,dbp-prod,text_format,NT,no
7,LDIBSC,dbp-prod,text_format,NT,no
6,LEUPNG,dbs-web,text_plain,NT,no
6,LEUPNG,dbs-web,text_format,NT,no
6,LEXWBT,dbs-web,text_format,NTOTP,no
6,LEXWBT,dbs-web,text_plain,NT,no
7,LGGBSUP2DV,dbp-vid,video_stream,NTP,no
7,LGGBSUP2DV,dbp-vid,video_stream,NTP,no
6,LIDWBT,dbs-web,text_plain,NT,no
6,LIDWBT,dbs-web,text_format,NTOTP,no
6,LIFDEV,dbs-web,text_plain,NT,no
6,LIFDEV,dbs-web,text_format,NT,no
6,LIFWBT,dbs-web,text_format,NT,no
6,LIFWBT,dbs-web,text_plain,NT,no
6,LLGUBB,dbs-web,text_plain,NTOTP,no
6,LLGUBB,dbs-web,text_format,NTOTP,no
7,LMNBSIN2DA,dbp-prod,audio_drama,NT,no
7,LMNBSIN2DA,dbp-prod,audio_drama,NT,no
7,LMNBSIN2DA16,dbp-prod,audio_drama,NT,no
7,LMNBSIN2DA16,dbp-prod,audio_drama,NT,no
7,LOELAI,dbp-prod,text_plain,NT,no
7,LOELAI,dbp-prod,text_plain,NT,no
7,LUGBSUP2DV,dbp-vid,video_stream,NTP,no
7,LUGBSUP2DV,dbp-vid,video_stream,NTP,no
7,LUOPRMN1DA,dbp-prod,audio,NT,no
7,LUOPRMN1DA,dbp-prod,audio,NT,no
7,LUSBSIN2DA,dbp-prod,audio_drama,NT,no
7,LUSBSIN2DA,dbp-prod,audio_drama,NT,no
6,MAASJV,dbs-web,text_plain,NT,no
6,MAASJV,dbs-web,text_format,NT,no
7,MAGSTYS1DA,dbp-prod,audio,S,no
7,MAGSTYS1DA,dbp-prod,audio,S,no
7,MAISTYS1DA,dbp-prod,audio,S,no
7,MAISTYS1DA,dbp-prod,audio,S,no
6,MAJBTT,dbs-web,text_plain,NT,no
6,MAJBTT,dbs-web,text_format,NT,no
7,MALBIBP2DV,dbp-vid,video_stream,NTP,no
7,MALBIBP2DV,dbp-vid,video_stream,NTP,no
6,MALOMB,dbs-web,text_format,NT,no
6,MALOMB,dbs-web,text_plain,NT,no
6,MALTBK,dbs-web,text_format,C,no
6,MALTBK,dbs-web,text_plain,C,no
6,MAMCOM,dbs-web,text_plain,NT,no
6,MAMCOM,dbs-web,text_format,NT,no
6,MAMSBG,dbs-web,text_format,NT,no
6,MAMSBG,dbs-web,text_plain,C,no
6,MAQTBL,dbs-web,text_plain,NT,no
6,MAQTBL,dbs-web,text_format,NT,no
6,MARERV,dbs-web,text_plain,C,no
6,MARERV,dbs-web,text_format,C,no
6,MAROMB,dbs-web,text_plain,NTP,no
6,MAROMB,dbs-web,text_format,NTP,no
7,MARRVVN2DA,dbp-prod,audio_drama,NT,no
7,MARRVVN2DA,dbp-prod,audio_drama,NT,no
6,MAUWBT,dbs-web,text_plain,NT,no
6,MAUWBT,dbs-web,text_format,NT,no
6,MAVWBT,dbs-web,text_plain,NT,no
6,MAVWBT,dbs-web,text_format,NT,no
6,MAZTBL,dbs-web,text_format,NT,no
6,MAZTBL,dbs-web,text_plain,NT,no
6,MBBWPS,dbs-web,text_plain,NT,no
6,MBBWPS,dbs-web,text_format,OT,no
6,MBCWBT,dbs-web,text_format,NT,no
6,MBCWBT,dbs-web,text_plain,NT,no
6,MBHTBL,dbs-web,text_plain,NT,no
6,MBHTBL,dbs-web,text_format,NT,no
6,MBJWBT,dbs-web,text_plain,NT,no
6,MBJWBT,dbs-web,text_format,NT,no
6,MBLWBT,dbs-web,text_plain,NT,no
6,MBLWBT,dbs-web,text_format,NT,no
6,MBSWBT,dbs-web,text_format,NTOTP,no
6,MBSWBT,dbs-web,text_plain,NTOTP,no
6,MBTWBT,dbs-web,text_format,NT,no
6,MBTWBT,dbs-web,text_plain,NT,no
6,MCAWBT,dbs-web,text_plain,NT,no
